date,firm_id,V,sigma_V,DD,PD
2020-04-17,TSLA,175771.92020175184,1.1999997885183742,-1.9012291205653895,0.028636004187503953
2020-04-20,TSLA,174107.79918350215,1.1999927382386617,-1.8933201233265793,0.029157655315984823
2020-04-21,TSLA,160859.64472706546,1.199998128017078,-1.8273541018241752,0.03382327281026882
2020-04-22,TSLA,170946.68269760703,1.1999993267471052,-1.8779506876496723,0.030193955670955577
2020-04-23,TSLA,165054.98405513243,1.199999604264928,-1.8487224197670367,0.03224895231845294
2020-04-24,TSLA,169382.28099136217,1.199999782054154,-1.870288241180211,0.030721900782867777
2020-04-27,TSLA,177459.99999866995,1.1999999999999997,-1.909026894622081,0.028129311155475473
2020-04-28,TSLA,177459.99999999997,1.1999999999999997,-1.9090268946283262,0.02812931115507267
2020-04-29,TSLA,177459.99999999997,1.1999999999999997,-1.9090268946283262,0.02812931115507267
2020-04-30,TSLA,177459.99999999997,1.1999999999999997,-1.9089435612949932,0.02813468636589747
2020-05-01,TSLA,164093.63184844353,1.1963270964814747,-1.8530257975364535,0.031939330572967474
2020-05-04,TSLA,177405.28021509136,1.1999849320574207,-1.9087255983533167,0.028148749570749112
